JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Sr. Developer (ROR/Full stack),Curve Tomorrow,"Mumbai, Maharashtra",2 days ago,2020-12-26,"Work for a company with a great purpose, great culture and an attractive salary!
""*Are you looking to build products that can change the world and help us reach…","₹10,00,000 - ₹20,00,000 a year"
Full stack Developer,Camsdata,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"To complete all of the deliverables, the right developer will have experience in the following :
Highly experienced with back-end programming languages Ex: PHP,…",
Web Developer/Designer,AVM Cloud Solution - DomainAdda,"Mira Road, Maharashtra",12 days ago,2020-12-26,"2+ years’ experience in application development, testing and SDLC (software development life cycle) implementation experience.
Job Types: Full-time, Walk-In.","₹20,000 - ₹30,000 a month"
Web Developer,FullMoon Outdoor Web Services,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Monthly Salary: 33,000 INR - 35,000 INR.
For faster processing, email your resume to our gmail account ""dianne.fullmooninc"".
Be creative and proactive at work.","₹33,000 - ₹35,000 a month"
Python Django Developers,Brand Catalyst Media,"Mumbai, Maharashtra",30+ days ago,2020-12-26,We are looking for experienced Django (Python) developers with a minimum experience of 1 year with the Django framework who are well versed in building Python…,
Full stack developer,Cedar Management Consulting,"Mumbai, Maharashtra",7 days ago,2020-12-26,Cedar Consulting is seeking to recruit a senior website/PHP Laravel Full stack developer to effectively manage and maintain its active website and help building…,
Web Developer,Altois,"Kandivali, Mumbai, Maharashtra",30+ days ago,2020-12-26,"You will get to be a part of a fast growing company, and work on Full Stack Web technologies.
We are also constantly innovating by building new and exciting…","₹15,000 - ₹25,000 a month"
Java Developer,SMARTe Inc,"Vashi, Navi Mumbai, Maharashtra",21 days ago,2020-12-26,"We are hiring for a Java developer for an IT Product based Company.
Experience in building a single page application using JavaScript frameworks like ReactJS.","₹6,00,000 a year"
Software Developer,Datamini Technologies,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Location: Andheri (E), Mumbai, MH.
You will be responsible for delivering high quality/performance maintainable code.
Preparation of training manuals for users.",
Software Developer,BitBlue Technology,"Mumbai, Maharashtra",30+ days ago,2020-12-26,We are looking for developers who can build interesting use cases utilizing modern technologies.,
Wordpress Developer,The Bombay Digital Company,"Mumbai, Maharashtra",28 days ago,2020-12-26,"Looking for an experienced WordPress developer to support development, maintenance and management of Corp and Country affiliate sites on WordPress Network …","₹12,000 - ₹18,000 a month"
Senior C# Developer,nph technologies,"Navi Mumbai, Maharashtra",18 days ago,2020-12-26,"Lead and manage backend developers team including code reviews.
Proficient in C# with a good knowledge of its ecosystem, with more than 4 years of hands on…","₹7,50,000 - ₹12,50,000 a year"
Hybrid Application Developer,SKEIN TECHNOLOGIES,"Mumbai, Maharashtra",17 days ago,2020-12-26,"No of open positions* : 5 Permanent + 5 Contract.
Primary skills: Ionic Framework, Angular JavaScript.
CTC Range: 3.6 – 4.5 L/A.","₹25,000 - ₹40,000 a month"
"PHP Software Developer, Website Developer, CODEIGNITER (PHP Framework)",EROCKETMALL ONLINE ASIA LIMITED,"Andheri, Mumbai, Maharashtra",9 days ago,2020-12-26,"Oxiinc Group is an Indian multinational technology company that specializes in Internet-related services and products.
What We Have For You: *.","₹20,000 - ₹50,000 a month"
Xamarin Developer,Vaamoz Online,"Mumbai, Maharashtra",21 days ago,2020-12-26,"Experience with xamarin/C# , SQL) \* Experience with API integration (Rest, JSON, XML).
Excellent understanding of iOS and Android.","₹2,20,000 - ₹9,00,000 a year"
Senior Odoo Developer,eJam,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We plan to offer a salary of Rs.10-15 lakh per annum for senior developers (more than 5 years experience.
We are looking for expert Odoo developers (5+ years…","₹10,00,000 - ₹15,00,000 a year"
Hybrid Mobile Application Developer,Convergence IT Services,"Vidyavihar, Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for Hybrid Mobile Application Developer who will be responsible to create, maintain and implement the source code to develop mobile apps and…",
PHP Developer,Intivion,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Create clean, robust, well performing, DRY code in PHP/ JavaScript, MySQL, MVC frameworks such as Symfony, Zend Framework, Laravel or CodeIgniter.",
Java Script Game Developer,Rendered Ideas Softgame Pvt Ltd,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Game developer: 3 years (Required).
Minimum 1 years experience working as game developer with knowledge of Java, Javascript, CSS & Html5.","₹25,000 - ₹35,000 a month"
Java Developer,Sanda Office Management Services Private Limited,"Mumbai, Maharashtra",20 days ago,2020-12-26,"Contribute in all phases of the development lifecycle.
Write well designed, testable, efficient code.
Ensure designs are in compliance with specifications.","₹2,00,000 - ₹3,60,000 a year"
ASP.NET Developer,Anjita It Solutions Pvt Ltd,"Kandivali, Mumbai, Maharashtra",21 days ago,2020-12-26,"Work on static and dynamic websites and web applications.
Work on front end technologies like HTML, CSS and Javascript.
Work on back end technologies like ASP.","₹1,80,000 - ₹3,50,000 a year"
. Net Developer,Primetech Software,"Kandivali, Mumbai, Maharashtra",30+ days ago,2020-12-26,"For further communciation, please send your Queries / CVs to.
1 to 3+ years of Experience in Asp.
Net Skills is essential Experience with developing web-based…",
Full Stack Developer,TransformHub,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for Full Stack Developer on immediate basis.
The ideal candidate should have:
3+ years of experience in full stack development.",
SQL Developer,Summining HR Consultancy Pvt. Ltd.,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We have urgent opening for MySQL Developer.
Experience - 2 to 4 Years.
Job Description - MySQL Developer - MYSQL, RDBMS, Stored Procedures.","₹7,00,000 - ₹10,00,000 a year"
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Front end developer,Blackstraw,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Translate UI/UX designs or wireframes to the actual code to produce visual elements of the.
Bridge the gap between graphical design and technical implementation…",
".Net (C#, ASP.Net) Developer (Male/Female)",Technowin Solutions Pvt. Ltd.,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Develop and implement new software programs.
Maintain and improve the performance of existing software.
Clearly and regularly communicate with management and…",
MERN/MEAN Stack Developer,azularc,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Over the past decade, we’ve expanded our small team of developers to a group of over 50 multidisciplinary experts.
Job Title: MERN/MEAN Stack Developer.",
Frontend Developer,HR Devi and Associates,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Seeking an experienced Frontend developer to develop technical solutions to complex business problems.
We just need enthusiastic frontend developers who have…","₹10,00,000 - ₹12,00,000 a year"
Senior Web Developer,Selfkraft,"Thane, Maharashtra",30+ days ago,2020-12-26,ELIGIBILITY : Job Description We are looking for a Front-End Web Developer who is motivated to combine the art of.,
Web Developer,Realtordubai,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"NET development. The right individual for this role will be a motivated and energetic developer who takes initiative, enjoys finding solutions to a varying…",
NodeJs Developer | 2 - 5 years | Thane|,Applied Cloud Computing Pvt. Ltd.,"Mumbai, Maharashtra",16 days ago,2020-12-26,"Responsibility for developing world-class, complete web applications, both on the backend and frontend, for monitoring and addressing performance and security,…","₹2,70,000 a year"
Front End Developer,Zepo,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Good experience in using web developer browser tools / firebug etc to detect front-end coding issues and troubleshoot them.
WHAT ARE WE LOOKING FOR?",
BPM Developer,LT Technology Services,"Mumbai, Maharashtra",30+ days ago,2020-12-26,An effective communicator possessing excellent engineering skills and focused on improving overall team utilisation for quality deliverables.,
Backend Developer Java,Finesse Minds,"Mumbai, Maharashtra",15 days ago,2020-12-26,"Location – Mumbai (NKP) / we works.
Mandatory : Individual contributor, problem solving, multithreading, hands on coding, excellent core concepts.","₹15,00,000 a year"
Android Developer,Dusane Infotech Pvt Ltd,"Thane, Maharashtra",15 days ago,2020-12-26,"Design and build advanced applications for the Android platform.
Collaborate with cross-functional teams to define, design, and ship new features.","₹1,00,000 - ₹5,00,000 a year"
Web Developers (APP),Konjoin Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Experience : 1 to 5 years.
15 to 20,000.00 INR + Taxes (Not Negotiable until the candidate is really good).
Excellent communication skills (Verbal / Written).",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
PHP Developer,Rinira Technologies,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"MUST have min 2 yrs of professional experience in developing web applications with PHP/MySQL/Ajax.
Experience with framework like CakePHP is preferred.",
UI/UX Developer,Kyzer Software,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Define Frontend architecture, collaborate with other teams to explore existing systems, determine areas of complexity and potential risks to successful…",
Front End Developer,ISRDAES ENTERPRISE SOFTWARE SOLUTIONS GROUP INC,"Mumbai, Maharashtra",15 days ago,2020-12-26,"Help back-end developers with coding and troubleshooting.
You probably have 3 to 5 years of relevant work experience as a web developer, UI developer,…","₹8,000 - ₹15,000 a month"
Immediate Opening || .Net Core Developer || Mumbai,Datamatics Global Services Limited,"Mumbai, Maharashtra",17 days ago,2020-12-26,"AWS (Amazon Web Services) -Knowledge.
Experience : 3 - 6 years relevant.
NP: 30 DAYS or less.","₹8,00,000 - ₹14,00,000 a year"
Laravel Developer,KlouD InnoVisionZ Private Limited,"Kurla, Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for passionate Web Developers to design & develop for our clients.
The successful candidate will be able to build high-quality, innovative and…","₹12,000 - ₹35,000 a month"
Software Developer,Sreya Bhattacharya (Proprietor of Mobbitt),"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Responsible for developing software products as per the requirement.
Responsible for delivering the software product on time with quality.","₹3,60,000 - ₹7,20,000 a year"
PHP Developer,Fermion Infotech Private Limited,"Navi Mumbai, Maharashtra",16 days ago,2020-12-26,We are pleased to inform you that we have openings in our organization which may be commensurate with your profile for Navi Mumbai(CBD Belapur) office within…,"₹2,00,000 - ₹5,00,000 a year"
Android Developer,AstrologyAPI,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Native and Hybrid Android Mobile Application Development.
Native UI development in Android communicating with NodeJS webserver APIs.",
Php Developer,GAMSYS,"CBD Belapur, Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"0 to 4 yrs of experience in php Development.
Strong skills/work in developing web applications using PHP laravel code-igniter frameworks.",
PHP/MySQL Developer,Biophlox Global,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Mode: Full Time, Part-time.
1-5 years of development experience in PHP.
Extensive knowledge and experience with CMS systems like Wordpress, OpenCart or similar…",
Appian Developer - Application Designing,ANI Calls India Private Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Appian Certified preferred (At least Designer Level).
Must have strong hands-on Experience in Appian BPM Development.
Should have Experience in handling team.","₹7,00,000 - ₹12,00,000 a year"
Database Administrator / Developer (Posgres / Clickhouse / MariaDB),RedLotus,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Design, develop and implement web applications across different platforms.
Deploy database changes and first line database support.",
Jr. Software Developer (.Net Technologies),Echofeel,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Experienced Software Developers with at least 1 yrs to 2 yrs of experience working on ASP.
Net, C# platform capable of working independently on web projects.",
MEAN Stack Developer,Conexus Netcom Solutions,"Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"Resourceful and detail-oriented developer.
Conexus is a fast growing ITES company based in Nerul, Navi Mumbai.
Experience with REST API design.",
Flutter Developer,FIVEONE DIGITAL,"Borivali, Mumbai, Maharashtra",13 days ago,2020-12-26,"Use of postman will be must and so developers will be expected to consume API given by backend developers via POSTMAN Json file.
Expected Start Date: 1/1/2021.","₹35,000 - ₹50,000 a month"
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
PHP Laravel Developer,Softlabs Group,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Responsibilities Participate in the entire application lifecycle, focusing on coding and debugging Write clean, test driven, easily maintainable, modular code…",
Dot Net Developer,Multirecruit,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Should have at least six years of experience in.
Experience in development & Coding on .net 3.0/3.5/4.0 framework.
Strong aptitude and analytical skills.","₹10,00,000 - ₹12,00,000 a year"
PHP Developer,AcmaSoft Web Solutions,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for experienced cell phone technicians that is proficient in all makes and models of cell phones!
Job Location : Mira Road , Mumbai , India.",
Software Engineering Internship,LenDenClub,"Mumbai, Maharashtra",12 days ago,2020-12-26,"LenDenClub is one of the fastest growing peer-to-peer (P2P) lending platforms in India.
It connects investors or lenders looking for high returns with…","₹10,000 a month"
ASP.NET MVC Developer 2-4 years experiene in Navi Mumbai,OSOURCE INDIA PVT LTD,"Mumbai, Maharashtra",26 days ago,2020-12-26,"We are hiring for ASP.
Net Developer in Osource Global Pvt. Ltd. in Navi Mumbai.
Might have to operate from office as well often.
Must be very sharp on MVC 4/5.","₹20,000 - ₹40,000 a month"
SSE (.Net Developer),Crimson Interactive,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Develop and Maintain State-of-the-art ASP.
Net Web and WPF applications on Microsoft platform.
Investigate, analyze, and make recommendations to management…",
Data Virtualization Developer (Tibco),ANI Calls India Private Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Ability to analyze, conceptualize, and create end-to-end technical design and mapping documents.
Exceptional SQL skills, proficient in working with large…","₹8,00,000 - ₹16,00,000 a year"
Oracle Database Developer,HR Devi and Associates,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Write PL/SQL code using Oracle SQL developer tool.
5 years of strong experience in Oracle Database.
Good understanding of Oracle database design, architecture…","₹6,00,000 - ₹8,00,000 a year"
Trainee Developer - OTT Software Customisation,iCastX Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Integration of the OTT software platform with various internal and external analytics/recommendation engines, payment gateways, text messaging gateways,…",
Professional - .Net Developer,Sutherland,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"3+ years of experience as UI developer.
Sutherland is seeking a dynamic and detail-oriented person to join us as an UI Developer.",
Angular Developer,SWQA Tech,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"1 Google meet (audio and video) with HR and 2 other developers and Manager will be there.
Salary : No bar for right candidate *.
HTML5/CSS3: 2 years (Required).","₹60,000 - ₹90,000 a month"
Web Application Developer,Vudum Srinu (Proprietor Of Suncity Star Technology...,"Mumbai, Maharashtra",8 days ago,2020-12-26,"Focus on delivery of work.
Design web & mobile applications designs along with business analysts.
Design of architecture of mobile application & overall…","₹2,40,000 - ₹4,20,000 a year"
Angular / Ionic Developer,Cravingcode Technologies,"Vashi, Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"Cooperating with the back-end developer in the process of building the RESTful API.
Communicating with product managers, developers, architects, and the…",
Junior MVC Developers,Swift Technocrafts,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Urgent opening for the position of Junior MVC Developers.
Location: Sakinaka, Andheri (Near Sakinaka Metro Station).
Salary: as per company standard.",
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Odoo Developer,Orient Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Python, Odoo 11,12,13 version experience, PostgreSQL, Django Framework.
Good Exposure in Odoo Community modules for Odoo 11.0 and above.",
Php / Angularjs Developer,Axs Solutions,"Chembur, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Skills required: PHP, AngularJS, jQuery, HTML5 & CSS3.
Develop new user-facing features.
Build reusable code and libraries for future use.",
Xamarin Developer,Finacus Solutions Pvt Ltd,"Andheri, Mumbai, Maharashtra",21 days ago,2020-12-26,"Job Location: SEEPZ – Andheri, Mumbai.
Working Day: 6 Days Working / Alternate Saturday Off.
Working Time: 9:30 am to 6:30 pm.",
Flutter Developer,Tickled Media,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,TheAsianparent is a reproductive health-tech company that reaches out to 30 million mothers every month through our parenting website and app.,
Associate Developer (Entry Level),Allerin Tech Private Limited,"Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"In this role, you will:
Work closely with other Engineers and Product Management to design, develop, implement, and maintain components of the core analytics…","₹2,40,000 a year"
Mobile Application Developer,Zamik Infotech,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Qualification: Any Graduate or Post Graduate.
Skills: Android, Java , Android SDK, Android Studio, IOS, Cocoa, Touch.
Work Experience: 2-3 years.",
Java Developer Core Java,Sanda Office Management Services Private Limited,"Mumbai, Maharashtra",15 days ago,2020-12-26,"Java developer responsibilities include designing, developing and delivering high-volume, low-latency applications for mission-critical systems.","₹3,00,000 - ₹5,00,000 a year"
Associate Software Developer,A Division of Amexs Technologies (Centillion),"Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for software developer.
The key role will be the design, installation, testing and maintenance of software systems.
Ability to work in a team.",
Unit Head - TF,HDFC Bank,"Navi Mumbai, Maharashtra",7 days ago,2020-12-26,"Ensuring Day to Day activities are done TO ensure that day to day activities to transaction processing are done.
Customer complaints are addressed in priority.",
Laboratory Information System Developer,PerkinElmer,"Thane, Maharashtra",6 days ago,2020-12-26,"Design, develop and test applications using ASP.
Net, MSSQL Server and other related components.
Manage SQL users and SQL jobs, set up and manage websites on…",
Web Developer and Designer,WMI Innovative Solutions,"Vashi, Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,"The role is responsible for designing, coding and modifying websites, from layout to function and according to a client's specifications.","₹10,000 - ₹30,000 a month"
WEB DEVELOPER – WORDPRESS,Stymeta Technologies,"Kandivali, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Atleast 1-2 years of hands on experience working with WordPress premium themes.
Good knowledge of page builders.
Good knowledge of Html and Css.","₹15,000 a month"
Software Engineer-IND,Ingram Micro,"Mumbai, Maharashtra",4 days ago,2020-12-26,"Over 4 years Dynamics CRM consultancy experience.
Strong technical expertise of Microsoft Dynamics 365, Dynamics CRM 2016/2015.",
MS SQL Developer,Pioneer Informatics India Private Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Application developer will be responsible for designing and SQL coding of application and ensuring their stability, reliability, and performance.",
Php developer,Priya IT And HR Solutions,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Skills: JD For PHP Developer.
Core PHP,MySQL, jQuery, JavaScript,.
Must have good communication skills.
Must be able to deliver the work on time.","₹7,50,000 - ₹9,50,000 a year"
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Software Engineer (L1/L2),Diebold Nixdorf,"Mumbai, Maharashtra",2 days ago,2020-12-26,"Be more at Diebold Nixdorf.
Our teams automate, digitize, and transform the way more than 75 million people around the globe bank and shop in this hyper…",
Backend Developer / Node Developer,Premier Global Sports Consultant Private Limited,"Mumbai, Maharashtra",1 day ago,2020-12-26,"2.Integration of user-facing elements developed by front-end developers with server-side logic.
Company profile: IT solution, service, and consulting company.",
Sr. Java Developer,Neosoft Technologies Pvt.Ltd,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We are looking for Senior Java Developers who have proficient experience in Sprint Boot framework.
Participate in requirement understanding of the client and…",
Java Developer,Aeon Software,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Java developer responsibilities include designing, developing and delivering high-volume, low-latency applications for mission-critical systems.",
Senior PHP Developer,qtech,"Mumbai, Maharashtra",10 days ago,2020-12-26,"Architecturing, Coding and building an enterprise Business level applications using web technologies.
Ensure that all product environments are optimally running…",
.net core developer (Fresher/Trainee),SAKSHI INFOTECH SOLUTIONS,"Mumbai, Maharashtra",10 days ago,2020-12-26,"Required Experience : 0-2 Years.
Employment Type : Permanent Job, Full Time.
Job Location : Khar Road West Mumbai.
Net MVC based web applications.",
Angular Developer,Pride Technologies India,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Position: 1 Year Contract (Extendable).
Skills: AngularJS, Angular 4/6/7/8, JavaScript, Java/J2EE.
At least 5 years of experience in developing UI products.",
Laravel Developer,Neosoft Technologies Pvt.Ltd,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"We seek an enthusiastic yet passionate Senior Laravel developers who are equally creative and fun to work with.
Perform testing of features before deployment.",
Asp.net Developers,MetaSys,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Coordinating with developers for Defect analysis.
We are looking for Candidates with 3-5 years experience.
Must have an attitude and mindset that will raise the…",
React Native Developer,ASquare Web Studio,"Mumbai, Maharashtra",25 days ago,2020-12-26,"We are looking for a React Native developer interested in building performant mobile apps on both the iOS and Android platforms.
Part-time hours: 30 per week.","₹20,000 - ₹30,000 a year"
Front End Developer,NewAge Products Inc,"Mumbai, Maharashtra",3 days ago,2020-12-26,"Software Engineer (Front-end)/ React developer.
NewAge Products Inc. is a manufacturer and distributor of high quality, first-class home and garage storage…",
Software Developer,thekrisoft,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"As a software developer in our engineering team you should be a creative thinker and possess deep passion for coding and coffee.
Experience Required: 2-4 Years.",
Dot Net Developer,Acaira Technologies Pvt.Ltd,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"NET developer responsible for building .
Proficient in C# and/or VB.
NET, with a good knowledge of their ecosystems.
Skill for writing reusable libraries.",
PL/SQL Developer,HR Devi and Associates,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Hands on experience on large Pl/SQL projects.
Should have knowledge of Oracle 10g, 11g architecture.
Relevant experience in skills required SQL Queries, UNIX…","₹4,75,000 - ₹6,00,000 a year"
Android Developer,Multirecruit,"Mumbai, Maharashtra",2 days ago,2020-12-26,"Design and build advanced applications for the Android platform.
Collaborate with cross-functional teams to define, design, and ship new features.","₹4,00,000 - ₹5,00,000 a year"
Full Stack Developer,Sure Solutions,"Andheri, Mumbai, Maharashtra",14 days ago,2020-12-26,"Developing front end & back end website architecture.
Working alongside graphic designers for web design features.
Ensuring responsiveness of applications.","₹3,00,000 - ₹4,20,000 a year"
VC++/ C++ Developer,63 moons technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Skill Sets: VC++, OOPS, Visual Studio,MFC, STL, Data structures, Multi-threading, Socket programming, Data Structures, C++, Application Programming.",
Android Developer,AndroApps Technology,"CBD Belapur, Navi Mumbai, Maharashtra",30+ days ago,2020-12-26,Android app developer will work with our team of talented engineers to design and build the next generation of our mobile applications.,
PHP Developer,Alfa KPO Pvt Ltd,"Andheri, Mumbai, Maharashtra",30+ days ago,2020-12-26,"Understanding of MVC design patterns and frameworks (CakePHP or Code lgniter) (essential).
Expertise in PHP template engines (PHPLib, Smarty).",
C++ Developer,Diebold Nixdorf,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Be more at Diebold Nixdorf.
Our teams automate, digitize, and transform the way more than 75 million people around the globe bank and shop in this hyper…",
Backend Development Internship,Instinct Innovations,"Mumbai, Maharashtra",13 days ago,2020-12-26,"We are a healthcare startup based in Mumbai with a range of products for key players in the healthcare and pharma industry.
Have relevant skills and interests.","₹10,000 a month"
React Native Developer,Expertrons,"Mumbai, Maharashtra",7 days ago,2020-12-26,Expertrons is an initiative by experienced professionals turned entrepreneurs (IITB alum) having built a few of India's largest companies across multiple…,"₹5,00,000 - ₹12,00,000 a year"
.Net Developer (3+ yrs),Integrated Personnel Services Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"IPS Group is looking for .
Net Developer with our Fintech client.
Experience: 3 yrs to 6 yrs.
Note: Alternate Saturdays working and twice a week need to…",
Sr. Developer (ROR/Full stack),Curve Tomorrow,"Mumbai, Maharashtra",2 days ago,2020-12-26,"Work for a company with a great purpose, great culture and an attractive salary!
""*Are you looking to build products that can change the world and help us reach…","₹10,00,000 - ₹20,00,000 a year"
"Oracle, D2k developer",Melstar Information Technologies Limited,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Experience : 2 to 4 yrs.
Good experience in oracle, pl/sql.
Experience in D2K forms and reports.
Good analytical and problem solving skills.",
PHP Web Developer,Intellect infotrade,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Coordinating with co-developers and another related department.
Good knowledge of API integrations.
Knowledge of JSON, XML, Jquery, Ajax, JavaScript.","₹8,000 a month"
Full Stack Asp.Net Developer,Bolt-Tech Services,"Mumbai, Maharashtra",2 days ago,2020-12-26,"Concrete working experience with ASP.
Strong knowledge on libraries such as Angular 8+ and IONIC 4+.
Good Proficiency in JavaScript, TypeScript, HTML, CSS.",
VBA Developer,AZ7 Global,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Skills:: VBA, Advanced Excel, Macros.
Job Description: Excellent Programming & Design Skills in VBA, Advanced Excel .",
Python Developers,Hiren B Patel (Proprietor Of Bajaj India Service),"Mumbai, Maharashtra",3 days ago,2020-12-26,"Should have good command over the python language.
Candidate must have knowledge of one of Python frameworks such as Django/Flask.","₹1,30,000 - ₹4,20,000 a year"
SOFTWARE APPLICATIONS DEVELOPER,Designscape,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Graduate with specialization in Computer Science / Certification in Microsoft Technologies.
At least 3 years of interactive experience in the field of software…",
Sr. Software Developer,Octaware Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Bachelor’s degree in Computer Science or equivalent.
4-5 years of experience in .
NET technologies (ASP.NET, C#, XML, MS SQL Server 2005/2008).",
PHP Developer (Mumbai),INNsight.com,"Malad, Mumbai, Maharashtra",27 days ago,2020-12-26,Our newest developers will be required to fully understand the platform and extend it in a multitude of ways to optimize and drive increased functionality.,"₹15,000 - ₹20,000 a month"
Dotnet developer,New Global Technologies,"Mumbai, Maharashtra",30+ days ago,2020-12-26,"Our MNC client requires Software Developers/ Team Leads/ Architects for VB.
NET , ASP.NET , C# , SQL Server .
NET,ASP .Net or VB .",
Dot Net Developer,Saisanket Enterprises.,"Borivali, Mumbai, Maharashtra",23 days ago,2020-12-26,"Candidate should have thorough oknowledge of Node JS/ Angular JS/ MVC/ Android studio/SQL/MYSQL/ Crystal report.
Salary: ₹400,000.00 - ₹900,000.00 per year.","₹4,00,000 - ₹9,00,000 a year"
Senior C# Developer,nph technologies,"Navi Mumbai, Maharashtra",18 days ago,2020-12-26,"Lead and manage backend developers team including code reviews.
Proficient in C# with a good knowledge of its ecosystem, with more than 4 years of hands on…","₹7,50,000 - ₹12,50,000 a year"
Hybrid Application Developer,SKEIN TECHNOLOGIES,"Mumbai, Maharashtra",17 days ago,2020-12-26,"No of open positions* : 5 Permanent + 5 Contract.
Primary skills: Ionic Framework, Angular JavaScript.
CTC Range: 3.6 – 4.5 L/A.","₹25,000 - ₹40,000 a month"
"PHP Software Developer, Website Developer, CODEIGNITER (PHP Framework)",EROCKETMALL ONLINE ASIA LIMITED,"Andheri, Mumbai, Maharashtra",9 days ago,2020-12-26,"Oxiinc Group is an Indian multinational technology company that specializes in Internet-related services and products.
What We Have For You: *.","₹20,000 - ₹50,000 a month"
Xamarin Developer,Vaamoz Online,"Mumbai, Maharashtra",21 days ago,2020-12-26,"Experience with xamarin/C# , SQL) \* Experience with API integration (Rest, JSON, XML).
Excellent understanding of iOS and Android.","₹2,20,000 - ₹9,00,000 a year"
